09de143f38a50c86405fda2b8bacf3508666c58d,DELETE,regular-file,app/build.gradle,3489,
c4137b12c6ea9b5c9a0fea1fd3e09cf84909aa81,DELETE,regular-file,base-core/build.gradle,1970,
57290999f30b6fa54d402323fa6dc9e1dcf12bfd,DELETE,regular-file,build.gradle,1311,
94ff186ab70bffe737ce411ddd01e4e07ae2b7a3,DELETE,regular-file,codeeditor/build.gradle,2277,
a8f3edffdc3975990240e307268ea5870b99196f,DELETE,regular-file,editor/build.gradle,2332,
af273376f45d435b8caaf055f9be6d642dff8ea7,DELETE,regular-file,language-base/build.gradle,1686,
dcacc2b067a5e752df870b7a168d5848762052cc,DELETE,regular-file,language-universal/build.gradle,1737,
7cddace4a44a6c8862c496c9c1cf48c3a3afceca,DELETE,regular-file,library/build.gradle,502,
243f74d2dae49883d3e941a5e85ef6a14b506ae1,DELETE,regular-file,translate/build.gradle,4987,
